date;temperature;precipitation;snowfraction;sealevelpressure;winddirection;windspeed;relativehumidity;sunshinetime;totalcloudcover;lowclouds;midclouds;highclouds
1497704400;20.56;;;1024;17;3.13;55;58;4;;;12
1497708000;20.9;;;1023;23;2.82;53;58;3;;;10
1497711600;20.97;;;1023;36;2.72;52;54;10;10;;6
1497715200;20.86;;;1023;44;2.76;52;54;10;10;;4
1497718800;20.55;;;1023;45;3.11;53;54;10;10;;3
1497722400;19.89;;;1023;47;3.4;57;20;63;63;;11
1497726000;18.95;;;1023;57;2.97;63;17;16;16;;10
1497729600;17.36;;;1023;69;2.56;72;;1;1;;
1497733200;16.66;;;1024;72;2.21;76;;100;100;;12
1497736800;16.42;;;1024;65;2.33;78;;100;100;;12
1497740400;14.96;;;1024;67;2.51;83;;17;17;;
1497744000;13.43;;;1024;68;2.69;87;;;;;
1497747600;12.6;;;1024;69;2.79;88;;;;;
1497751200;12.12;;;1023;63;2.91;89;;;;;
1497754800;11.6;;;1023;61;3.09;91;;;;;
1497758400;11.32;;;1023;63;3.13;92;27;;;;
1497762000;12.73;;;1022;64;3.67;91;60;;;;
1497765600;14.99;;;1022;63;4.61;85;60;;;;
1497769200;16.97;;;1022;59;5.75;74;60;;;;
1497772800;18.2;;;1021;58;6.24;67;60;;;;
1497776400;19.12;;;1021;59;6.64;63;59;2;;;7
1497780000;20.16;;;1020;58;6.96;54;59;2;;;5
1497783600;20.91;;;1020;58;7.1;52;59;1;;;3
1497787200;21.96;;;1020;62;7.16;54;60;;;;
1497790800;22.37;;;1020;62;6.89;49;60;;;;
1497794400;22.58;;;1020;65;6.75;48;60;;;;
1497798000;22.59;;;1019;65;6.53;50;60;;;;
1497801600;22.44;;;1020;65;6.31;51;60;;;;
1497805200;21.95;;;1019;65;5.73;53;60;;;;
1497808800;21.09;;;1019;61;4.79;56;60;;;;
1497812400;19.42;;;1019;58;3.91;65;21;;;;
1497816000;17.23;;;1020;60;3.45;74;;;;;
1497819600;15.3;;;1021;64;3;82;;;;;
1497823200;14;;;1021;61;2.64;85;;;;;
1497826800;12.96;;;1020;57;2.39;87;;;;;
1497830400;12.02;;;1021;53;2;89;;;;;
1497834000;10.87;;;1021;29;1.03;91;;;;;
1497837600;10.1;;;1021;352;0.71;93;;4;;;12
1497841200;9.67;;;1021;323;0.5;93;;2;;;5
1497844800;9.23;;;1021;292;0.54;93;16;39;39;;
1497848400;10.63;;;1021;281;0.51;89;38;35;35;;
1497852000;12.74;;;1021;270;0.7;87;60;;;;
1497855600;15.85;;;1020;270;0.7;82;60;;;;
1497859200;18.91;;;1020;263;0.81;75;58;3;;;10
1497862800;21.58;;;1019;257;1.33;70;60;;;;
1497866400;23.79;;;1019;267;2.2;62;60;;;;
1497870000;25.05;;;1018;277;2.42;55;60;;;;
1497873600;26.39;;;1019;254;1.77;56;54;10;10;;
1497877200;27.01;;;1018;246;1.97;52;54;10;10;;
1497880800;27.41;;;1018;245;2.33;50;54;10;10;;
1497884400;27.51;;;1017;243;2.46;50;54;10;10;;
1497888000;27.43;;;1017;245;2.64;50;60;;;;
1497891600;27.08;;;1017;249;2.56;52;60;;;;
1497895200;26.34;;;1017;250;2.34;56;60;;;;
1497898800;24.83;;;1017;227;1.91;69;21;;;;
1497902400;22.35;;;1017;206;2.55;77;;;;;
1497906000;20.74;;;1017;189;2.43;77;;;;;
1497909600;20.37;;;1018;183;2.2;76;;;;;
1497913200;20.26;;;1017;188;2.22;73;;;;;
1497916800;19.51;;;1017;198;2.21;71;;;;;
1497920400;19.23;;;1018;205;2.33;69;;;;;
1497924000;19.29;;;1017;210;2.42;69;;;;;
1497927600;18.98;;;1017;207;2.68;69;;;;;
1497931200;18.04;;;1017;209;3.09;72;27;;;;
1497934800;18.5;;;1017;220;3.41;74;60;;;;
1497938400;20.48;;;1017;235;4.02;66;54;10;10;;
1497942000;22.24;;;1016;242;4.21;60;60;;;;
1497945600;23.96;;;1016;243;4.02;57;60;;;;
1497949200;25.43;;;1016;247;4.03;54;60;;;;
1497952800;26.67;;;1015;253;4.08;52;60;;;;
1497956400;27.43;;;1015;259;4.08;48;54;10;10;;
1497960000;28.42;;;1016;254;4.78;45;54;10;10;;
1497963600;28.77;;;1015;254;4.59;43;54;10;10;10;
1497967200;28.77;;;1015;260;4.47;43;54;10;10;10;
1497970800;28.41;;;1014;269;4;45;54;10;10;;
1497974400;28.06;;;1015;273;3.51;46;54;10;10;;
1497978000;27.57;;;1015;272;2.8;46;54;10;10;;
1497981600;26.93;;;1015;261;1.82;48;60;;;;
1497985200;25.92;;;1014;218;1.64;55;21;;;;
1497988800;23.83;;;1015;197;2.4;68;;;;;
1497992400;21.21;;;1016;197;2.4;78;;;;;
1497996000;20.31;;;1016;196;1.77;81;;;;;
1497999600;20.13;;;1016;196;1.46;80;;3;;;11
1498003200;19.87;;;1016;191;1.53;78;;13;13;;32
1498006800;19.65;;;1016;201;1.71;74;;10;10;;34
1498010400;19.46;;;1015;195;1.55;71;;100;;100;100
1498014000;18.65;;;1015;214;1.08;73;;92;;92;35
1498017600;18.18;;;1015;216;0.86;74;19;29;10;29;34
1498021200;18.59;;;1015;196;0.73;76;60;;;;
1498024800;20.41;;;1015;220;0.78;79;60;;;;
1498028400;23.07;;;1014;230;1.56;63;54;10;10;;
1498032000;24.82;;;1014;236;1.44;57;60;;;;
1498035600;26.01;;;1014;261;1.22;55;54;10;10;;
1498039200;26.62;;;1014;279;1.22;51;54;10;10;;
1498042800;27.19;;;1013;294;0.98;49;60;;;;
1498046400;28.6;;;1014;287;1.36;45;60;;;;
1498050000;28.88;;;1014;288;1.58;44;60;;;;
1498053600;29.04;;;1014;287;1.68;44;60;;;;
1498057200;28.96;;;1013;286;1.77;45;60;;;;
1498060800;28.74;;;1013;277;1.71;45;60;;;;
1498064400;28.33;;;1013;270;1.7;46;60;;;;
1498068000;27.71;;;1014;262;1.41;48;54;10;10;;2
1498071600;26.13;;;1013;223;1.77;61;22;;;;
1498075200;23.04;;;1014;211;2.92;72;;;;;
1498078800;21.27;;;1015;200;2.66;72;;;;;
1498082400;20.66;;;1015;196;2.18;74;;;;;
1498086000;20.34;;;1015;193;2.16;73;;;;;
1498089600;19.99;;;1015;191;2.14;70;;;;;
1498093200;19.76;;;1015;194;2.06;68;;;;;
1498096800;19.46;;;1015;193;1.75;66;;;;;
1498100400;19.11;;;1015;194;1.65;67;;;;;
1498104000;19.07;;;1014;194;1.65;67;27;;;;
1498107600;19.42;;;1015;197;1.36;71;60;;;;
1498111200;21.21;;;1015;219;1.28;72;60;;;;
1498114800;23.79;;;1014;227;2.33;60;60;;;;
1498118400;25.51;;;1014;236;2.3;58;60;;;;
1498122000;26.92;;;1014;253;2.82;56;58;3;;;11
1498125600;27.89;;;1014;261;3.14;51;57;4;;;14
1498129200;28.63;;;1013;265;3.31;48;58;3;;;11
1498132800;29.68;;;1015;270;2;45;59;1;;;3
1498136400;30.05;;;1014;264;2.01;44;58;3;;;11
1498140000;30.27;;;1013;256;2.47;45;57;5;;;15
1498143600;30.23;;;1013;262;3.63;45;54;10;10;;17
1498147200;29.93;;;1013;277;4.23;43;54;10;10;10;9
1498150800;29.05;0.4;;1014;311;4.75;45;47;20;10;10;68
1498154400;27.06;;;1014;313;1.91;54;48;18;10;10;61
1498158000;25.9;0.5;;1014;257;2.57;62;;100;75;100;100
1498161600;24.52;;;1014;217;3.86;66;;30;;;100
1498165200;22.43;;;1015;205;4.07;71;;1;;;2
1498168800;21.2;;;1015;193;4.83;67;;4;;;14
1498172400;21.11;;;1014;194;4.44;66;;11;;;35
1498176000;20.62;;;1015;201;4.27;67;;11;;;35
1498179600;20.32;;;1014;204;4.39;64;;6;;;21
1498183200;19.71;;;1014;209;4.12;66;;;;;
1498186800;19.31;;;1014;212;3.64;67;;100;1;100;
1498190400;19.3;;;1014;215;3.52;67;26;;;;
1498194000;19.45;;;1014;225;3.39;72;;100;;100;18
1498197600;21.89;;;1014;238;4.36;70;56;7;;7;
1498201200;24.24;;;1013;249;5.35;64;60;1;;;2
1498204800;26.2;;;1013;253;6.26;59;60;1;;;2
1498208400;27.18;;;1013;257;6.67;57;60;1;;;2
1498212000;28.24;;;1013;268;7.41;55;60;1;;;2
1498215600;28.33;;;1013;282;7.35;58;54;10;10;;1
1498219200;26.26;;;1016;296;5.46;65;54;10;10;;16
1498222800;24.76;;;1016;293;4.88;69;49;18;18;10;15
1498226400;24.36;;;1017;284;4.54;70;;100;100;10;7
1498230000;23.97;;;1016;273;4.2;71;;100;100;10;2
1498233600;23.85;;;1017;267;3.81;71;;100;100;;
1498237200;23.6;;;1017;258;3.47;71;;100;100;;
1498240800;23.25;;;1016;264;3.11;72;;100;100;;
1498244400;22.44;;;1016;268;2.7;73;20;10;10;;
1498248000;21.88;;;1016;267;1.8;75;;6;6;;
1498251600;20.91;;;1017;274;1.3;80;;;;;
1498255200;20.58;;;1017;270;1.6;81;;100;100;;
1498258800;19.92;;;1017;270;2.1;82;;21;21;;23
1498262400;19.42;;;1018;276;2.82;85;;100;100;;55
1498266000;18.77;;;1018;273;2.2;87;;100;100;;100
1498269600;18.3;;;1017;277;1.71;88;;100;100;57;100
1498273200;17.85;;;1017;281;1.53;88;;100;100;100;100
1498276800;17.55;;;1017;270;1.2;88;;100;100;100;100
1498280400;17.79;;;1017;270;1.4;84;;100;100;1;13
1498284000;18.07;;;1017;274;1.4;78;;100;100;;
1498287600;18.12;;;1017;266;1.4;79;;100;100;;
1498291200;18.6;;;1017;270;1.9;79;;100;100;;2
1498294800;19.63;;;1016;273;2.2;77;;100;100;;30
1498298400;21.49;;;1016;259;1.63;72;52;13;10;;43
1498302000;21.98;;;1015;248;2.69;69;50;15;10;;50
1498305600;19.69;;;1018;224;3.47;83;;100;100;;
1498309200;20.81;;;1017;211;3.86;79;;100;100;;
1498312800;22.33;;;1016;225;3.25;74;54;10;10;;
1498316400;22.96;;;1016;253;3.04;70;54;10;10;;
1498320000;23.28;;;1015;255;3.01;67;54;10;10;;
1498323600;23.34;;;1015;253;3.04;64;54;10;10;;
1498327200;22.99;;;1015;257;2.57;64;60;;;;
1498330800;22.21;;;1014;252;1.58;66;22;;;;
1498334400;21.47;;;1015;208;1.7;71;;10;10;;
1498338000;19.84;;;1015;198;1.99;82;;7;;;22
1498341600;18.48;;;1015;209;1.84;88;;30;;;100
1498345200;17.43;;;1015;210;1.61;91;;100;;100;100
1498348800;16.89;;;1015;220;1.56;92;;100;30;100;100
1498352400;17.03;;;1015;225;1.41;90;;70;57;70;42
1498356000;17.06;;;1014;228;1.49;85;;97;44;97;99
1498359600;16.89;;;1014;217;1;83;;52;10;52;100
1498363200;17.05;;;1014;211;1.17;83;;100;100;10;3
1498366800;17.29;0.1;;1014;243;1.79;86;;100;100;7;80
1498370400;17.72;0.1;;1014;260;2.75;83;52;13;5;2;42
1498374000;17.95;0.1;;1014;270;3.5;81;31;45;41;45;
1498377600;18.16;;;1015;265;4.22;79;24;57;57;57;
1498381200;18.56;;;1015;261;3.75;75;54;10;10;;
1498384800;19.42;;;1014;265;3.31;73;54;10;10;;
1498388400;20.19;;;1014;259;3.57;69;54;10;10;;
1498392000;18.83;;;1016;244;4.56;75;54;10;10;;
1498395600;20.57;;;1016;245;5.19;67;54;10;10;;
1498399200;21.44;;;1015;255;5.07;59;54;10;10;;
1498402800;21.67;;;1014;269;4.9;56;54;10;10;;
1498406400;21.68;;;1014;271;4.5;56;54;10;10;;
1498410000;21.6;;;1014;275;3.71;56;60;;;;
1498413600;21.08;;;1014;276;2.92;59;54;10;10;;
1498417200;20.18;;;1014;267;1.8;66;22;;;;
1498420800;19.29;;;1014;214;1.8;71;;;;;
1498424400;17.03;;;1015;197;2.4;82;;;;;
1498428000;15.92;;;1015;188;2.12;83;;;;;
1498431600;15.76;;;1015;186;1.91;78;;3;3;;
1498435200;15.78;;;1015;183;1.8;74;;2;2;;
1498438800;15.44;;;1015;186;1.91;72;;;;;
1498442400;15.15;;;1013;183;1.9;72;;;;;
1498446000;15.01;;;1013;183;1.8;72;;;;;
1498449600;14.77;;;1013;180;1.5;73;25;;;;
1498453200;14.9;;;1013;160;1.17;77;60;;;;
1498456800;16.36;;;1012;114;0.98;80;60;;;;
1498460400;18.47;;;1012;45;0.28;69;60;;;;
1498464000;20.12;;;1012;18;1.26;66;60;;;;
1498467600;21.43;;;1011;29;1.84;63;60;;;;
1498471200;22.6;;;1010;30;1.97;59;60;;;;
1498474800;23.62;;;1010;44;2.76;56;59;1;;;4
1498478400;25.6;;;1011;40;2.48;52;;100;;100;100
1498482000;26.26;;;1010;40;2.62;50;19;64;;64;14
1498485600;26.58;;;1010;36;2.36;50;24;57;;57;
1498489200;26.71;;;1009;34;2.16;49;;100;;100;5
1498492800;26.67;;;1009;36;1.72;48;;100;;100;35
1498496400;25.95;;;1009;70;1.49;51;;100;;100;100
1498500000;25.34;;;1009;69;1.39;59;;100;;100;100
1498503600;24.2;;;1008;62;1.7;68;1;90;;90;56
1498507200;22.72;;;1008;76;1.65;80;;10;;;33
1498510800;21.57;;;1009;90;0.9;85;;29;;;98
1498514400;20.58;0.1;;1009;251;1.8;89;;42;42;42;13
1498518000;20.02;0.1;;1009;234;2.72;80;;91;52;91;44
1498521600;19.5;;;1009;221;2.91;80;;22;2;22;34
1498525200;18.59;;;1009;227;2.62;80;;30;;27;100
1498528800;18.05;;;1009;230;2.48;78;;100;2;100;100
1498532400;17.83;;;1009;225;1.98;76;;100;;100;100
1498536000;18.09;0.2;;1008;211;1.17;73;;100;2;100;31
1498539600;18.72;;;1008;171;1.32;70;57;4;;4;4
1498543200;19.98;;;1008;148;0.94;79;46;22;22;;
1498546800;21.85;;;1007;150;0.81;68;59;1;;;4
1498550400;23.19;;;1007;284;0.41;62;60;;;;
1498554000;24.21;;;1006;309;1.28;58;60;;;;
1498557600;25.11;;;1006;328;0.94;55;60;;;;
1498561200;25.82;;;1005;53;0.5;53;60;1;;;2
1498564800;25.67;;;1006;14;0.41;51;60;;;;
1498568400;26.13;;;1006;360;0.7;51;59;1;;;3
1498572000;26.4;;;1005;333;0.89;52;59;1;;;3
1498575600;25.86;;;1004;323;0.5;53;;100;100;10;
1498579200;24.98;0.1;;1004;8;0.71;55;;100;100;10;4
1498582800;24.51;0.1;;1004;68;0.54;55;19;64;64;64;2
1498586400;24.1;;;1004;90;0.8;56;60;1;;;2
1498590000;23.27;;;1003;79;1.02;63;21;6;;;20
1498593600;22.17;;;1002;90;1.8;72;;34;;34;100
1498597200;21.09;;;1003;100;1.73;78;;26;;10;85
1498600800;20.15;;;1002;113;1.52;81;;100;;100;100
1498604400;19.37;;;1002;135;1.27;82;;100;;100;15
1498608000;18.66;;;1002;184;1.5;85;;20;;20;11
1498611600;18.05;;;1002;210;1.39;81;;4;;4;
1498615200;18;;;1001;199;1.8;68;;42;10;42;
1498618800;17.81;;;1001;258;5.41;77;;5;1;5;
1498622400;16.08;;;1001;271;4.5;79;11;51;;51;
1498626000;15.43;;;1002;274;4.51;80;;100;;100;100
1498629600;15.29;;;1002;255;4.15;80;;100;5;100;95
1498633200;16.71;;;1001;262;4.14;76;6;85;85;1;9
1498636800;17.25;;;1001;292;2.15;77;;100;100;;
1498640400;18.68;;;1001;342;0.63;72;;100;100;;
1498644000;19.38;0.4;;1000;249;0.85;68;;100;65;100;
1498647600;19.21;;;999;249;2.25;69;;100;78;100;
1498651200;19.28;;;1002;240;3.58;73;;100;8;100;100
1498654800;19.22;0.2;;1000;227;2.33;72;;100;5;100;100
1498658400;19.33;0.1;;1000;236;2.3;71;;100;73;100;18
1498662000;18.96;;;999;240;1.97;70;;100;100;100;100
1498665600;18.19;0.1;;999;227;1.77;76;;100;100;100;100
1498669200;17.78;0.6;;999;232;1.64;79;;100;100;100;100
1498672800;16.83;0.6;;999;255;2.38;84;;100;100;100;100
1498676400;15.77;0.8;;998;252;2.62;87;;100;100;100;100
1498680000;14.98;0.7;;999;263;3.42;92;;100;100;100;100
1498683600;14.09;0.2;;999;265;3.41;92;;100;100;100;100
1498687200;13.68;0.3;;999;260;2.24;94;;100;100;100;86
1498690800;13.46;0.2;;999;250;6.07;90;;100;100;100;2
1498694400;13.09;0.2;;999;250;5.44;90;;100;100;30;29
1498698000;13.03;2.4;;999;242;4.43;90;;100;100;100;22
1498701600;12.63;0.8;;998;229;4.25;94;;100;100;100;36
1498705200;12.66;0.1;;998;235;5.6;92;;100;100;100;83
1498708800;12.79;;;999;244;5.46;90;;100;100;100;24
1498712400;13.47;0.1;;999;242;4.74;87;;100;100;61;100
1498716000;13.86;;;999;250;5.31;84;;100;67;100;100
1498719600;14.97;;;999;252;5.25;77;54;9;;9;1
1498723200;15.85;;;998;260;5.49;72;54;10;10;;
1498726800;17.17;;;998;259;4.88;65;60;;;;
1498730400;18.14;;;998;259;4.79;60;54;10;10;;
1498734000;18.98;0.1;;998;250;4.59;59;42;28;;28;
1498737600;17.15;0.1;;1001;252;5.57;60;22;60;60;60;
1498741200;17.99;0.4;;1001;246;5.59;59;25;55;55;55;
1498744800;17.75;0.7;;1001;248;5.7;62;;100;100;79;
1498748400;16.65;0.1;;1002;264;7.74;65;17;68;68;68;
1498752000;15.6;;;1003;267;8.51;69;;100;59;100;
1498755600;14.84;;;1004;273;7.21;74;;100;100;100;
1498759200;14.6;;;1003;261;4.87;73;;97;2;97;
1498762800;14.17;;;1003;254;3.64;77;;100;29;100;
1498766400;13.84;;;1004;230;2.34;79;;100;100;100;
1498770000;13.15;;;1005;204;2.95;84;;68;68;68;
1498773600;12.04;;;1005;193;2.77;87;;83;1;83;
1498777200;11.52;;;1005;187;2.52;85;;;;;
1498780800;11.27;;;1005;180;2.5;80;;;;;
1498784400;11.09;;;1005;196;2.5;76;;;;;
1498788000;10.69;;;1005;231;3.84;78;;;;;
1498791600;9.42;;;1005;242;4.29;84;;;;;
1498795200;9.41;;;1006;248;4.85;86;24;;;;
1498798800;10.43;;;1006;249;5.13;80;60;;;;
1498802400;11.96;;;1006;251;5.28;74;60;;;;
1498806000;13.65;;;1006;254;5;67;60;;;;
1498809600;15.22;;;1005;247;4.57;62;60;;;;
1498813200;16.56;;;1005;242;4.52;56;54;10;10;;
1498816800;17.88;;;1004;245;4.3;50;54;10;10;;
1498820400;18.93;;;1004;252;4.21;46;54;10;10;;
1498824000;18.61;;;1007;258;2.86;52;54;10;10;;
1498827600;19.28;;;1007;244;2.55;50;60;;;;
1498831200;19.7;;;1007;234;2.72;49;60;;;;
1498834800;19.74;;;1006;250;3.29;48;60;;;;
1498838400;19.49;;;1006;257;4.32;48;54;10;10;;
1498842000;19.16;0.1;;1007;258;4.9;47;54;10;10;10;
1498845600;17.77;;;1008;271;5.6;55;;100;100;45;17
1498849200;15.92;;;1008;269;5.5;62;8;59;29;59;15
1498852800;14.78;;;1009;264;4.53;65;;81;81;56;2
1498856400;14.05;;;1009;251;4.87;68;;100;100;100;2
1498860000;13.24;;;1010;243;4.02;75;;100;100;100;
1498863600;12.85;;;1010;233;3.78;79;;100;100;100;
1498867200;12.46;;;1010;237;3.47;82;;100;100;100;9
1498870800;12.31;;;1011;254;5;81;;100;100;1;
1498874400;11.78;;;1011;255;4.75;84;;59;59;1;8
1498878000;11.38;;;1011;246;4.25;88;;100;100;;
1498881600;11.19;;;1012;242;4.21;87;;100;100;;
1498885200;11.63;;;1012;251;5.41;83;;100;100;;
1498888800;12.56;;;1012;255;5.7;75;59;2;2;;
1498892400;13.67;;;1012;257;6.26;70;60;;;;
1498896000;14.61;;;1012;258;6.33;66;60;;;;
1498899600;15.43;;;1012;259;6.63;64;60;;;;
1498903200;16.15;;;1012;260;6.81;61;60;;;;
1498906800;17.3;;;1011;261;6.79;57;60;;;;
1498910400;17.39;0.1;;1014;263;7.55;57;23;58;58;12;45
1498914000;17.27;0.1;;1014;265;7.52;60;22;60;60;55;49
1498917600;17.01;;;1014;265;7.52;63;23;58;58;30;29
1498921200;16.16;;;1014;264;7.13;66;26;54;41;54;10
1498924800;15.87;0.2;;1014;263;6.55;69;;98;61;98;
1498928400;15.49;0.3;;1015;265;6.02;72;3;90;70;90;32
1498932000;15.18;0.2;;1015;268;5.2;75;;100;68;100;23
1498935600;14.67;;;1015;260;4.06;79;;100;100;93;
1498939200;13.57;;;1016;245;4.65;83;;100;100;68;
1498942800;13.01;;;1016;239;4.53;84;;100;100;83;
1498946400;12.69;0.1;;1016;235;4.38;85;;100;100;81;
1498950000;12.25;0.1;;1017;227;4.53;87;;100;100;100;
1498953600;11.94;;;1017;227;4.67;88;;100;100;89;
1498957200;11.88;0.1;;1017;235;4.52;88;;100;100;73;35
1498960800;11.62;0.1;;1017;233;4.86;89;;100;100;100;9
1498964400;11.48;0.2;;1017;239;4.8;90;;100;100;100;
1498968000;11.44;0.2;;1017;247;4.44;92;;100;100;97;
1498971600;11.58;0.3;;1018;251;4.55;92;;100;100;100;
1498975200;11.84;0.1;;1018;249;4.72;91;;100;100;64;
1498978800;12.32;0.1;;1018;250;4.78;90;;100;100;;
1498982400;12.67;0.4;;1018;252;4.62;90;;100;100;;
1498986000;12.97;0.1;;1019;251;4.33;90;;100;100;;
1498989600;13.72;;;1019;247;4.66;89;;100;100;;
1498993200;14.36;0.3;;1019;249;4.94;88;;100;100;;
1498996800;13.88;;;1021;247;4.66;89;;100;100;;21
1499000400;14.52;;;1021;248;5.07;86;;100;100;;30
1499004000;15.19;;;1021;246;5.46;83;;100;100;2;18
1499007600;15.87;;;1020;243;5.14;80;;100;100;;
1499011200;15.98;;;1020;240;4.61;80;54;10;10;;
1499014800;16.54;0.1;;1020;237;4.19;77;21;61;61;;
1499018400;16.31;;;1020;235;3.8;78;24;57;57;1;
1499022000;15.38;0.1;;1020;223;3.4;84;22;;;;
1499025600;14.22;0.6;;1021;232;3.28;88;;100;100;;
1499029200;13.66;0.1;;1021;244;3.22;92;;100;100;;
1499032800;13.73;;;1022;259;4.08;89;;100;100;;
1499036400;12.97;0.1;;1022;256;3.71;88;;100;100;;
1499040000;12.33;;;1022;247;3.05;88;;100;100;;
1499043600;12.18;0.5;;1022;236;2.88;90;;100;100;;
1499047200;11.73;0.2;;1022;239;3.14;92;;100;100;;
1499050800;11.68;;;1022;227;2.48;92;;100;100;;
1499054400;11.79;;;1022;219;2.2;92;;100;100;;
1499058000;12.52;;;1022;223;2.48;90;;100;100;;
1499061600;13.36;;;1022;221;2.77;87;;100;100;;
1499065200;14.21;;;1021;220;2.62;84;;100;100;;
1499068800;15.14;;;1022;221;2.13;79;54;10;10;;
1499072400;15.34;;;1021;235;1.58;76;6;84;84;;
1499076000;16.69;;;1021;261;1.22;72;54;10;10;;
1499079600;17.7;;;1020;290;1.17;67;54;10;10;;
1499083200;19.07;;;1022;240;1.97;64;54;10;10;;
1499086800;19.94;;;1022;251;2.12;58;54;10;10;;
1499090400;20.65;;;1021;246;2.19;56;54;10;10;;
1499094000;21.09;;;1020;247;2.51;55;54;10;10;;
1499097600;21.19;;;1020;249;2.79;54;54;10;10;;
1499101200;21.03;;;1020;251;2.75;54;60;;;;
1499104800;20.45;;;1020;251;2.44;57;60;;;;
1499108400;18.96;;;1019;225;2.26;71;21;;;;
1499112000;17.04;;;1020;200;2.66;77;;;;;
1499115600;15.77;;;1021;197;2.72;75;;;;;
1499119200;14.73;;;1021;197;2.4;75;;;;;
1499122800;14.48;;;1021;198;1.99;71;;;;;
1499126400;14.69;;;1021;191;2.04;65;;;;;
1499130000;14.44;;;1021;197;2.09;63;;10;10;;
1499133600;14.07;;;1020;203;2.06;64;;10;10;;
1499137200;13.9;;;1020;198;1.99;66;;;;;
1499140800;13.66;;;1020;193;1.84;67;21;;;;
1499144400;13.76;;;1020;197;1.36;73;60;;;;
1499148000;15.53;;;1020;225;1.41;74;60;;;;
1499151600;17.55;;;1019;231;1.42;68;60;;;;
1499155200;19.12;;;1019;270;1.4;66;60;;;;
1499158800;20.04;;;1019;291;1.39;63;60;;;;
1499162400;20.86;;;1018;292;1.08;59;60;;;;
1499166000;21.65;;;1017;294;0.98;57;54;10;10;;
1499169600;23.44;;;1019;315;0.28;52;60;;;;
1499173200;24.12;;;1019;292;0.54;49;60;;;;
1499176800;24.51;;;1018;315;0.57;46;60;;;;
1499180400;24.6;;;1017;353;0.81;46;60;;;;
1499184000;24.52;;;1018;360;0.8;47;60;;;;
1499187600;24.2;;;1017;30;0.81;49;60;;;;
1499191200;23.64;;;1017;40;0.78;51;60;;;;
1499194800;22.79;;;1017;69;0.85;58;21;;;;
1499198400;21.64;;;1017;99;1.32;63;;;;;
1499202000;20.25;;;1017;126;1.36;71;;;;;
1499205600;19.01;;;1017;148;1.3;78;;;;;
1499209200;18.04;;;1017;163;1.04;83;;;;;
1499212800;17.28;;;1017;159;0.85;86;;;;;
1499216400;16.63;;;1017;180;0.7;89;;;;;
1499220000;15.86;;;1017;207;0.22;93;;;;;
1499223600;14.88;;;1016;270;0.1;98;;39;39;;
1499227200;14.39;;;1016;270;0.1;97;;100;100;;
1499230800;14.65;;;1017;315;0.14;96;;100;100;;
1499234400;15.41;;;1017;315;0.14;93;;100;100;;
1499238000;18.01;;;1016;270;0.4;86;60;;;;
1499241600;20.93;;;1016;243;0.67;73;59;2;;;6
1499245200;22.88;;;1015;255;1.14;65;57;5;;;17
1499248800;24.4;;;1015;270;1.9;60;56;6;;;19
1499252400;25.37;;;1014;273;2.1;55;56;7;;;23
1499256000;26.67;;;1017;275;2.41;50;55;8;;;25
1499259600;27.13;;;1016;275;2.31;50;60;1;;;2
1499263200;27.43;;;1016;277;2.32;49;60;;;;
1499266800;27.47;;;1015;282;2.35;47;60;;;;
1499270400;27.3;;;1015;283;2.26;48;60;;;;
1499274000;26.94;;;1016;276;1.91;49;60;;;;
1499277600;26.34;;;1016;266;1.3;52;59;2;;;7
1499281200;25.09;;;1015;219;1.28;62;21;;;;
1499284800;22.64;;;1016;203;2.06;69;;;;;
1499288400;21.18;;;1016;177;1.9;74;;;;;
1499292000;20.67;;;1016;166;1.65;78;;;;;
1499295600;19.94;;;1016;155;1.43;82;;;;;
1499299200;19.07;;;1016;150;1.39;82;;;;;
1499302800;18.33;;;1017;159;0.85;81;;;;;
1499306400;17.46;;;1016;143;0.5;83;;;;;
1499310000;16.52;;;1016;143;0.5;87;;;;;
1499313600;16.11;;;1016;158;0.54;88;20;;;;
1499317200;16.25;;;1017;270;0.1;89;60;;;;
1499320800;17.93;;;1017;297;0.45;87;60;;;;
1499324400;20.06;;;1016;301;0.58;80;60;;;;
1499328000;22.43;;;1016;321;0.64;67;60;;;;
1499331600;24.35;;;1016;300;0.81;60;60;;;;
1499335200;25.93;;;1016;287;1.04;53;60;;;;
1499338800;27.06;;;1015;323;0.5;51;60;;;;
1499342400;28.42;;;1017;270;1.3;43;59;2;;;5
1499346000;28.85;;;1017;263;0.81;42;60;;;;1
1499349600;29.21;;;1017;230;0.78;40;60;;;;
1499353200;29.21;;;1015;243;0.67;39;59;1;;;4
1499356800;29.06;;;1015;263;0.81;39;52;12;;;41
1499360400;28.72;;;1016;270;0.7;40;51;15;;;49
1499364000;27.88;;;1015;207;0.45;47;59;1;;;4
1499367600;26.11;;;1015;185;1.1;61;17;14;;;47
1499371200;24.5;;;1016;193;1.75;59;;10;;;33
1499374800;22.74;;;1017;197;1.04;65;;1;;;4
1499378400;21.66;;;1017;180;1.2;68;;;;;
1499382000;20.97;;;1016;172;2.22;69;;;;;
1499385600;20.14;;;1016;190;2.33;66;;;;;
1499389200;18.88;;;1017;239;2.11;65;;33;;33;
1499392800;18.91;;;1016;205;2.33;61;;;;;
1499396400;18.74;;;1016;215;3.52;59;;;;;
1499400000;17.31;;;1016;219;3.48;65;19;;;;
